T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      
2.0256     	1.94476e-010	9.36697e-010	0          	0          	0          	8.24783e-010	-0.017538  	0.0572994  	0          	
2.0352     	1.97103e-010	9.42437e-010	0          	0          	0          	8.29029e-010	-0.0183124 	0.0585083  	0          	
2.0448     	1.99743e-010	9.48111e-010	0          	0          	0          	8.33199e-010	-0.0190735 	0.0597053  	0          	
2.0544     	2.02397e-010	9.53717e-010	0          	0          	0          	8.37293e-010	-0.0198214 	0.0608897  	0          	
2.064      	2.05063e-010	9.59255e-010	0          	0          	0          	8.4131e-010	-0.0205562 	0.0620608  	0          	
2.0736     	2.07743e-010	9.64723e-010	0          	0          	0          	8.4525e-010	-0.0212779 	0.063218   	0          	
2.0832     	2.10435e-010	9.70121e-010	0          	0          	0          	8.4911e-010	-0.0219867 	0.064361   	0          	
2.0928     	2.13139e-010	9.75446e-010	0          	0          	0          	8.52891e-010	-0.0226827 	0.0654897  	0          	
2.1024     	2.15855e-010	9.80699e-010	0          	0          	0          	8.5659e-010	-0.023366  	0.0666043  	0          	
2.112      	2.18583e-010	9.85879e-010	0          	0          	0          	8.60208e-010	-0.0240366 	0.0677051  	0          	
2.1216     	2.21322e-010	9.90983e-010	0          	0          	0          	8.63743e-010	-0.0246947 	0.0687925  	0          	
2.1312     	2.24073e-010	9.96012e-010	0          	0          	0          	8.67195e-010	-0.0253404 	0.0698667  	0          	
2.1408     	2.26835e-010	1.00096e-009	0          	0          	0          	8.70562e-010	-0.0259737 	0.0709278  	0          	
2.1504     	2.29607e-010	1.00584e-009	0          	0          	0          	8.73844e-010	-0.0265948 	0.0719758  	0          	
2.16       	2.3239e-010	1.01063e-009	0          	0          	0          	8.7704e-010	-0.0272038 	0.0730103  	0          	
2.1696     	2.35184e-010	1.01535e-009	0          	0          	0          	8.80149e-010	-0.0278007 	0.0740315  	0          	
